ID,Category,Product Name,Price (IDR),Model Battery,Voltage,Capacity Label,Merk,Limited Charge Voltage,Compatible For,Image,Shopee URL
89.0,Oppo,Baterai Sumopower BLP707 F11,132000,BLP707,3.85 V - 4.4 V,3910mAh,Sumopower,4.4 V,F11,/assets/images/oppo/blp707.png,https://shopee.co.id/Baterai-Sumopower-BLP707-F11-Batre-Double-Power-Original-100--i.1433685724.40704250477
90.0,Oppo,Baterai Sumopower BLP649 A83,100500,BLP649,3.85 V - 4.4 V,3090mAh,Sumopower,4.4 V,A83,/assets/images/oppo/blp649.png,https://shopee.co.id/Baterai-Sumopower-BLP649-A83-Batre-Double-Power-Original-100--i.1433685724.40104238186
91.0,Oppo,Baterai Sumopower BLP927 A77S,135000,BLP927,3.87 V - 4.45 V,4880mAh,Sumopower,4.45 V,A77S,/assets/images/oppo/BLP927.png,https://shopee.co.id/Baterai-Sumopower-BLP927-A77S-Batre-Double-Power-Original-100--i.1433685724.28187514855
92.0,Oppo,Baterai Sumopower REALME 2 PRO BLP683,106500,BLP683,3.85 V - 4.4 V,3495mAh,Sumopower,4.4 V,REALME 2 PRO,/assets/images/oppo/blp683.png,https://shopee.co.id/Baterai-Sumopower-REALME-2-PRO-BLP683-Batre-Double-Power-Original-100--i.1433685724.41354244162
93.0,Oppo,Baterai Sumopower Reno 2F / Reno 2Z BLP737,127500,BLP737,3.85 V - 4.4 V,3900mAh,Sumopower,4.4 V,Reno 2F / Reno 2Z,/assets/images/oppo/BLP737.png,https://shopee.co.id/Baterai-Sumopower-Reno-2F-Reno-2Z-BLP737-Batre-Double-Power-Original-100--i.1433685724.40754262564
94.0,Oppo,Baterai Sumopower Realme Narzo 10 / Realme 6I / C25Y BLP771,135000,BLP771,3.87 V - 4.45 V,4880 mAh,Sumopower,4.45 V,Realme Narzo 10 / Realme 6I / C25Y,/assets/images/oppo/blp771.png,https://shopee.co.id/Baterai-Sumopower-Realme-Narzo-10-Realme-6I-C25Y-BLP771-Batre-Double-Power-Original-100--i.1433685724.40154263852
95.0,Oppo,Baterai Sumopower Reno 4 5G BLP789,232500,BLP789,7.7 V - 8.9 V,1965mAh,Sumopower,8.9 V,Reno 4 5G,/assets/images/oppo/BLP789.png,https://shopee.co.id/Baterai-Sumopower-Reno-4-5G-BLP789-Batre-Double-Power-Original-100--i.1433685724.41954280867
96.0,Oppo,Baterai Sumopower A52 / A92 BLP781,120000,BLP781,3.87 V - 4.45 V,4880mAh,Sumopower,4.45 V,A52 / A92,/assets/images/oppo/BLP781.png,https://shopee.co.id/Baterai-Sumopower-A52-A92-BLP781-Batre-Double-Power-Original-100--i.1433685724.44154254470
97.0,Oppo,Baterai Sumopower Realme 5 Pro BLP731,130500,BLP731,3.85 V - 4.4 V,3950mAh,Sumopower,4.4 V,Realme 5 Pro,/assets/images/oppo/BLP731.png,https://shopee.co.id/Sumopower-Realme-5-Pro-Battery-4035mAh-100--i.1433685724.24095561246
98.0,Oppo,Baterai Sumopower K3 / Realme X BLP715,135000,BLP715,3.85 V - 4.4 V,3680mAh,Sumopower,4.4 V,K3 / Realme X,/assets/images/oppo/blp715.png,https://shopee.co.id/Baterai-Sumopower-K3-Realme-X-BLP715-Batre-Double-Power-Original-100--i.1433685724.41804256131
99.0,Oppo,Baterai Sumopower BLP623 / BLP625 F3 Plus / R9S Plus,132000,BLP623,3.85 V - 4.4 V,3890mAh,Sumopower,4.4 V,F3 Plus / R9S Plus,/assets/images/oppo/blp623.png,https://shopee.co.id/Baterai-Sumopower-BLP623-BLP625-F3-Plus-R9S-Plus-Batre-Double-Power-Original-100--i.1433685724.41754247134
100.0,Oppo,Baterai Sumopower Realme 6 / Realme 6 Pro / Narzo BLP757,135000,BLP757,3.87 V - 4.45 V,4210mAh,Sumopower,4.45 V,Realme 6 / Realme 6 Pro / Narzo,/assets/images/oppo/BLP757.png,https://shopee.co.id/Baterai-Sumopower-Realme-6-Realme-6-Pro-Narzo-BLP757-Batre-Double-Power-Original-100--i.1433685724.26287508613
101.0,Oppo,Baterai Sumopower Realme 3 BLP693,108000,BLP693,3.85 V - 4.4 V,4100mAh,Sumopower,4.4 V,Realme 3,/assets/images/oppo/blp693.png,https://shopee.co.id/Baterai-Sumopower-Realme-3-BLP693-Batre-Double-Power-Original-100--i.1433685724.25495531165
102.0,Oppo,Baterai Sumopower A74 4G / A95 4G BLP851,142500,BLP851,3.87 V - 4.45 V,4880mAh,Sumopower,4.45 V,A74 4G / A95 4G,/assets/images/oppo/BLP851.png,https://shopee.co.id/Baterai-Sumopower-A74-4G-A95-4G-BLP851-Batre-Double-Power-Original-100--i.1433685724.41054277796
103.0,Oppo,Baterai Sumopower BLP609 F1 Plus / R9,109500,BLP609,4.35 V - 3.8 V,2750 mAh,Sumopower,3.8 V,F1 Plus / R9,/assets/images/oppo/blp609.png,https://shopee.co.id/Baterai-Sumopower-BLP609-F1-Plus-R9-Batre-Double-Power-Original-100--i.1433685724.41304236291
104.0,Oppo,Baterai Sumopower Reno 3 / F15 / A91 BLP765,129000,BLP765,3.87 V - 4.45 V,3935mAh,Sumopower,4.45 V,Reno 3 / F15 / A91,/assets/images/oppo/BLP765.png,https://shopee.co.id/Baterai-Sumopower-Reno-3-F15-A91-BLP765-Batre-Double-Power-Original-100--i.1433685724.41404263411
105.0,Oppo,Baterai Sumopower Reno 3 5G / Reno 3 Pro BLP755,127500,BLP755,3.87 V - 4.45 V,3935mAh,Sumopower,4.45 V,Reno 3 5G / Reno 3 Pro,/assets/images/oppo/BLP755.png,https://shopee.co.id/Baterai-Sumopower-Reno-3-5G-Reno-3-Pro-BLP755-Batre-Double-Power-Original-100--i.1433685724.44054258108
106.0,Oppo,Baterai Sumopower Realme XT BLP741,127500,BLP741,3.87 V - 4.45 V,3920mAh,Sumopower,4.45 V,Realme XT,/assets/images/oppo/BLP741.png,https://shopee.co.id/Baterai-Sumopower-Realme-XT-BLP741-Batre-Double-Power-Original-100--i.1433685724.42304252914
107.0,Oppo,Baterai Sumopower BLP711 A1K,112500,BLP711,3.85 V - 4.4 V,3890mAh,Sumopower,4.4 V,A1K,/assets/images/oppo/blp711.png,https://shopee.co.id/Baterai-Sumopower-BLP711-A1K-Batre-Double-Power-Original-100--i.1433685724.40804265380
108.0,Oppo,Baterai Sumopower A58 4G / A38 BLPA19,127500,BLPA19,3.91 V - 4.5 V,4880mAh,Sumopower,4.5 V,A58 4G / A38,/assets/images/oppo/BLPA19.png,https://shopee.co.id/Baterai-Sumopower-A58-4G-A38-BLPA19-Batre-Double-Power-Original-100--i.1433685724.40354288780
109.0,Oppo,Baterai Sumopower Realme 7I / Realme 8 5G / V3 / C17 BLP803,138000,BLP803,3.87 V - 4.45 V,4890mAh,Sumopower,4.45 V,Realme 7I / Realme 8 5G / V3 / C17,/assets/images/oppo/BLP803.png,https://shopee.co.id/Baterai-Sumopower-Realme-7I-Realme-8-5G-V3-C17-BLP803-Batre-Double-Power-Original-100--i.1433685724.44404281178
110.0,Oppo,Baterai Sumopower A15 / A15S / A16E / A16K BLP817,112500,BLP817,3.85 V - 4.4 V,4100mAh,Sumopower,4.4 V,A15 / A15S / A16E / A16K,/assets/images/oppo/BLP817.png,https://shopee.co.id/Baterai-Sumopower-A15-A15S-A16E-A16K-BLP817-Batre-Double-Power-Original-100--i.1433685724.27687524501
111.0,Oppo,Baterai Sumopower BLPA07 A78 4G,165000,BLPA07,3.87 V - 4.45 V,4890mAh,Sumopower,4.45 V,A78 4G,/assets/images/oppo/BLPA07.png,https://shopee.co.id/Baterai-Sumopower-BLPA07-A78-4G-Batre-Double-Power-Original-100--i.1433685724.40454273916
112.0,Oppo,Baterai Sumopower Reno 4 Pro BLP787,232500,BLP787,7.7 V - 8.9 V,1955mAh,Sumopower,8.9 V,Reno 4 Pro,/assets/images/oppo/BLP787.png,https://shopee.co.id/Baterai-Sumopower-Reno-4-Pro-BLP787-Batre-Double-Power-Original-100--i.1433685724.40354275559
113.0,Oppo,Baterai Sumopower A18 BLPA21,127500,BLPA21,3.87 V - 4.45 V,4890mAh,Sumopower,4.45 V,A18,/assets/images/oppo/BLPA21.png,https://shopee.co.id/Baterai-Sumopower-A18-BLPA21-Batre-Double-Power-Original-100--i.1433685724.29637524988
114.0,Oppo,Baterai Sumopower BLP807 Realme 7 / V5,142500,BLP807,3.87 V - 4.45 V,4900mAh,Sumopower,4.45 V,Realme 7 / V5,/assets/images/oppo/BLP807.png,https://shopee.co.id/Baterai-Sumopower-BLP807-Realme-7-V5-Batre-Double-Power-Original-100--i.1433685724.27487524465
115.0,Oppo,Baterai Sumopower Realme C2 BLP721,108750,BLP721,3.85 V - 4.4 V,4000 mAh,Sumopower,4.4 V,Realme C2,/assets/images/oppo/blp721.png,https://shopee.co.id/Baterai-Sumopower-Realme-C2-BLP721-Batre-Double-Power-Original-100--i.1433685724.26687522935
116.0,Oppo,Baterai Sumopower BLP681 F9 / F9 Pro / R17,120000,BLP681,3.85 V - 4.4 V,3415mAh,Sumopower,4.4 V,F9 / F9 Pro / R17,/assets/images/oppo/blp681.png,https://shopee.co.id/Baterai-Sumopower-BLP681-F9-F9-Pro-R17-Batre-Double-Power-ORiginal-100--i.1433685724.41454238973
117.0,Oppo,Baterai Sumopower BLP697 F11 Pro,135000,BLP697,3.85 V - 4.4 V,4000 mAh,Sumopower,4.4 V,F11 Pro,/assets/images/oppo/blp697.png,https://shopee.co.id/Baterai-Sumopower-BLP697-BLP697-F11-Pro-Batre-Batre-Double-Power-Original-100--i.1433685724.42104255102
118.0,Oppo,Baterai Sumopower RENO 6 G BLP819,150000,BLP819,3.87 V - 4.45 V,4220mAh,Sumopower,4.45 V,RENO 6 G,/assets/images/oppo/BLP819.png,https://shopee.co.id/Baterai-Sumopower-RENO-6-G-BLP819-Batre-Double-Power-original-100--i.1433685724.42154277444
119.0,Oppo,Baterai Sumopower BLP615 Neo 9 / A37 / A37F,97500,BLP615,3.85 V - 4.4 V,2550mAh,Sumopower,4.4 V,Neo 9 / A37 / A37F,/assets/images/oppo/blp615.png,https://shopee.co.id/Baterai-Sumopower-BLP615-Neo-9-A37-A37F-Batre-Double-Power-Original-100--i.1433685724.40404246285
120.0,Oppo,Baterai Sumopower BLP877 Realme Narzo 50A Prime / Narzo 50i / Narzo 50i Prime / Note 50 / 8i / C30 / C30S / C31 / C33 / C35,127500,BLP851,3.87 V - 4.45 V,4890mAh,Sumopower,4.45 V,Realme Narzo 50A Prime/Narzo 50i/Narzo 50i Prime/Note 50/8i/C30/C30S/C31/C33/C35,/assets/images/oppo/BLP877.png,https://shopee.co.id/Baterai-Sumopower-BLP877-Realme-Narzo-50A-Prime-Narzo-50i-Narzo-50i-Prime-Note-50-8i-C30-C30S-C31-C33-C35-Batre-Double-Power-Originial-100--i.1433685724.40004302971
121.0,Oppo,Baterai Sumopower Realme 3 Pro BLP713,135000,BLP713,3.85 V - 4.4 V,3960 mAh,Sumopower,4.4 V,Realme 3 Pro,/assets/images/oppo/BLP713.png,https://shopee.co.id/Baterai-Sumopower-Realme-3-Pro-BLP713-Batre-Double-Power-Original-100--i.1433685724.41304255834
122.0,Oppo,Baterai Sumopower Realme C12 / C15 / C25 / C25S / Narzo 20 / Narzo 20A / Narzo 30A / Narzo 50A BLP793,142500,BLP793,3.87 V - 4.45 V,5860 mAh,Sumopower,4.45 V,Realme C12/C15/C25/C25S/Narzo 20/Narzo 20A/Narzo 30A/Narzo 50A,/assets/images/oppo/BLP793.png,https://shopee.co.id/Baterai-Sumopower-Realme-C12-C15-C25-C25S-Narzo-20-Narzo-20A-Narzo-30A-Narzo-50A-BLP793-Batre-Double-Power-Original-100--i.1433685724.42004275953
123.0,Oppo,Baterai Sumopower BLP619 A39 / A57 2016,97500,BLP619,3.85 V - 4.4 V,2820mAh,Sumopower,4.4 V,A39 / A57 2016,/assets/images/oppo/blp619.png,https://shopee.co.id/Baterai-Sumopower-BLP619-A39-A57-2016-Batre-Double-Power-Original-100--i.1433685724.42154231899
124.0,Oppo,Baterai Sumopower F1 / A35 / Neo 7 / A33W / A33 / F1F BLP605,99750,BLP605,4.35 V - 3.8 V,2400 mAh,Sumopower,3.8 V,F1 / A35 / Neo 7 / A33W / A33 / F1F,/assets/images/oppo/blp605.png,https://shopee.co.id/Baterai-Sumopower-F1-A35-Neo-7-A33W-A33-F1F-BLP605-Batre-Double-Power-Original-100--i.1433685724.44354230868
125.0,Oppo,Baterai Sumopower A3S / A5 / A5S AX5S / A7 / A7X / A11K / A12 2020 / A31 2020 / Realme C1 / Realme 2 BLP673,102000,BLP673,3.85 V - 4.4 V,4100mAh,Sumopower,4.4 V,A3S/A5/A5S AX5S/A7/A7X/A11K/A12 2020/A31 2020/Realme C1/Realme 2,/assets/images/oppo/blp673.png,https://shopee.co.id/Baterai-Sumopower-A3S-A5-A5S-AX5S-A7-A7X-A11K-A12-2020-A31-2020-Realme-C1-Realme-2-BLP673-Batre-Double-Power-Original-100--i.1433685724.29687507290
126.0,Oppo,Baterai Sumopower BLP923 A57 4G 2022 / A57 5G / A57S / A77 5G / A77S / A78 5G / A97 5G / Realme C51,135000,BLP915,3.87 V - 4.45 V,4880mAh,Sumopower,4.45 V,A57 4G 2022/A57 5G/A57S/A77 5G/A77S/A78 5G/A97 5G/Realme C51,/assets/images/oppo/BLP923.png,https://shopee.co.id/Baterai-Sumopower-BLP923-A57-4G-2022-A57-5G-A57S-A77-5G-A77S-A78-5G-A97-5G-Realme-C51-Batre-Double-Power-Original-100--i.1433685724.42604273481
127.0,Oppo,Baterai Sumopower BLP727 A9 2020 / A5 2020,127500,BLP727,3.87 V - 4.45 V,4800mAh,Sumopower,4.45 V,A9 2020 / A5 2020,/assets/images/oppo/BLP727_729.png,https://shopee.co.id/Baterai-Sumopower-BLP727-A9-2020-A5-2020-Batre-Double-Power-Original-100--i.1433685724.42254266588
128.0,Oppo,Baterai Sumopower F3 / F5 / F5 Youth / A73 / A77 BLP631,99750,BLP631,3.85 V - 4.4 V,3115mAh,Sumopower,4.4 V,F3 / F5 / F5 Youth / A73 / A77,/assets/images/oppo/BLP631.png,https://shopee.co.id/Baterai-Sumopower-F3-F5-F5-Youth-A73-A77-BLP631-Batre-Double-Power-Original-100--i.1433685724.42004242424
129.0,Oppo,Baterai Sumopower A16 2021 / A32 / A33 2020 / A53 2020 / A53S 5G / A54 / A54S / A55 / A73 / A74 5G / A75 / A93 5G BLP805,138000,BLP805,3.87 V - 4.45 V,4890mAh,Sumopower,4.45 V,A16 2021/A32/A33 2020/A53 2020/A53S 5G/A54/A54S/A55/A73/A74 5G/A75/A93 5G,/assets/images/oppo/BLP805.png,https://shopee.co.id/Baterai-Sumopower-A16-2021-A32-A33-2020-A53-2020-A53S-5G-A54-A54S-A55-A73-A74-5G-A75-A93-5G-BLP805-Batre-Double-Power-Original-100--i.1433685724.41154276747
130.0,Oppo,Baterai Sumopower A92S / Reno 4F BLP779,114000,BLP779,3.85 V - 4.4 V,3890mAh,Sumopower,4.4 V,A92S / Reno 4F,/assets/images/oppo/BLP779.png,https://shopee.co.id/Baterai-Sumopower-A92S-Reno-4F-BLP779-Batre-Double-Power-Original-100--i.1433685724.40704259084
131.0,Oppo,Baterai Sumopower BLP907 A96 5G / F21 Pro / Reno 7 4G / Reno 7Z / Reno 8 4G / Reno 8 Lite,132000,BLP851,3.87 V - 4.45 V,4385mAh,Sumopower,4.45 V,A96 5G / F21 Pro / Reno 7 4G / Reno 7Z / Reno 8 4G / Reno 8 Lite,/assets/images/oppo/BLP907.png,https://shopee.co.id/Baterai-Sumopower-BLP907-A96-5G-F21-Pro-Reno-7-4G-Reno-7Z-Reno-8-4G-Reno-8-Lite-Batre-Double-Power-Original-100--i.1433685724.41604282900
132.0,Oppo,Baterai Sumopower Reno 5F / Reno 5Z / Reno 6Z / A95 5G BLP839,123000,BLP839,3.87 V - 4.45 V,4220mAh,Sumopower,4.45 V,Reno 5F / Reno 5Z / Reno 6Z / A95 5G,/assets/images/oppo/BLP839.png,https://shopee.co.id/Baterai-Sumopower-Reno-5F-Reno-5Z-Reno-6Z-A95-5G-BLP839-Batre-Double-Power-Original-100--i.1433685724.43954282474
133.0,Oppo,Baterai Sumopower F1S / A53 2015 / A59 BLP601,106500,BLP601,4.35 V - 3.8 V,2980mAh,Sumopower,3.8 V,F1S/A53 2015/A59,/assets/images/oppo/blp601.png,https://shopee.co.id/Baterai-Sumopower-F1S-A53-2015-A59-BLP601-Batre-Double-Power-Original-100--i.1433685724.25345545762
134.0,Oppo,Baterai Sumopower F7 / F7 Pro / A3 BLP661,100500,BLP661,3.85 V - 4.4 V,3300mAh,Sumopower,4.4 V,F7 / F7 Pro / A3,/assets/images/oppo/blp661.png,https://shopee.co.id/Baterai-Sumopower-F7-F7-Pro-A3-BLP661-Batre-Double-Power-Original-100--i.1433685724.27887512109
135.0,Oppo,Baterai Sumopower A71 BLP641,100500,BLP641 A71,3.85 V - 4.4 V,2900 mAh,Sumopower,4.4 V,A71,/assets/images/oppo/blp641.png,https://shopee.co.id/Baterai-Sumopower-A71-BLP641-Batre-Double-Power-Original-100--i.1433685724.43504242723
136.0,Xiaomi,Baterai Sumopower Redmi Note 5A / Note 5A Pro / Note 5A Prime / Mi A1 / Mi 5X / Redmi S2,90000,BN31,3.85 V - 4.40 V,3000 mAh,Sumopower,4.40 V,Redmi Note 5A/Note 5A Pro/Note 5A Prime/Mi A1/Mi 5X/Redmi S2,/assets/images/xiaomi/BN31.png,https://shopee.co.id/Sumopower-Baterai-Redmi-Note-5A-Mi-A1-100-Original-i.1433685724.24095544518
137.0,Xiaomi,Baterai Sumopower Mi 6 BM39,87000,BM39,3.85 V - 4.40 V,3250mAh,Sumopower,4.40 V,Mi 6,/assets/images/xiaomi/BM39.png,https://shopee.co.id/Baterai-Sumopower-Mi-6-BM39-Batre-Double-Power-Original-100--i.1433685724.40604378319
138.0,Xiaomi,Baterai Sumopower Mi 4 BM32,97500,BM32,3.80 V - 4.35 V,3000mAh,Sumopower,4.35 V,Mi 4,/assets/images/xiaomi/BM32.png,https://shopee.co.id/Baterai-Sumopower-Mi-4-BM32-Batre-Double-Power-Original-100--i.1433685724.43004372359
139.0,Xiaomi,Baterai Sumopower Redmi 12C BN5K,127500,BN5K,3.87 V - 4.40 V,4900mAh,Sumopower,4.40 V,Redmi 12C,/assets/images/xiaomi/BN5K.png,https://shopee.co.id/Baterai-Sumopower-Redmi-12C-BN5K-Batre-Double-Power-Original-100--i.1433685724.41704477762
140.0,Xiaomi,Baterai Sumopower Redmi 7A BN49,112500,BN49,3.85 V - 4.40 V,4000 mAh,Sumopower,4.40 V,Redmi 7A,/assets/images/xiaomi/BN49.png,https://shopee.co.id/Baterai-Sumopower-Redmi-7A-BN49-Batre-Double-Power-Original-100--i.1433685724.28487553388
141.0,Xiaomi,Baterai Sumopower Mi 11 Lite BP42,138000,BP42,3.87 V - 4.45 V,4150mAh,Sumopower,4.45 V,Mi 11 Lite,/assets/images/xiaomi/BP42.png,https://shopee.co.id/Baterai-Sumopower-Mi-11-Lite-BP42-Batre-Double-Power-Original-100--i.1433685724.40854473524
142.0,Xiaomi,Baterai Sumopower Mi 5S Plus BM37,117000,BM37,3.85 V - 4.40 V,3700mAh,Sumopower,4.40 V,Mi 5S Plus,/assets/images/xiaomi/BM37.png,https://shopee.co.id/Baterai-Sumopower-Mi-5S-Plus-BM37-Batre-Double-Power-Original-100--i.1433685724.42404382889
143.0,Xiaomi,Baterai Sumopower Redmi 10C BN5G,120000,BN5G,3.87 V - 4.45 V,4900mAh,Sumopower,4.45 V,Redmi 10C,/assets/images/xiaomi/BN5G.png,https://shopee.co.id/Baterai-Sumopower-Redmi-10C-BN5G-Batre-Double-Power-Original-100--i.1433685724.43604487172
144.0,Xiaomi,Baterai Sumopower Redmi 10 prime BN63,132000,BN63,3.87 V - 4.45 V,5880 mAh,Sumopower,4.45 V,Redmi 10 prime,/assets/images/xiaomi/BN63.png,https://shopee.co.id/Baterai-Sumopower-Redmi-10-prime-BN63-batre-Double-Power-Original-100--i.1433685724.42204477805
145.0,Xiaomi,Baterai Sumopower Mi 4i BM33,97500,BM33,3.84 V - 4.40 V,3030mAh,Sumopower,4.40 V,Mi 4i,/assets/images/xiaomi/BM33.png,https://shopee.co.id/Baterai-Sumopower-Mi-4i-BM33-Batre-double-Power-Original-100--i.1433685724.43904372528
146.0,Xiaomi,Baterai Sumopower Redmi 9A / Redmi 9C / Redmi 10A / Poco C3 / Poco M2 Pro BN56,132000,BN56,3.85 V - 4.40 V,4900mAh,Sumopower,4.40 V,Redmi 9A / Redmi 9C / Redmi 10A / Poco C3 / Poco M2 Pro,/assets/images/xiaomi/BN56.png,https://shopee.co.id/Baterai-Sumopower-Redmi-9A-Redmi-9C-Redmi-10A-Poco-C3-Poco-M2-Pro-BN56-Batre-Double-Power-Original-100--i.1433685724.41854426031
147.0,Xiaomi,Baterai Sumopower Mi Max BM49,127500,BM49,3.85 V - 4.40 V,4760mAh,Sumopower,4.40 V,Mi Max,/assets/images/xiaomi/BM49.png,https://shopee.co.id/Baterai-Sumopower-Mi-Max-BM49-Batre-Double-Power-Original-100--i.1433685724.43404384359
148.0,Xiaomi,Baterai Sumopower Redmi K20 / Mi 9T BP41,112500,BP41,3.85 V - 4.40 V,3900mAh,Sumopower,4.40 V,Redmi K20 / Mi 9T,/assets/images/xiaomi/BP41.png,https://shopee.co.id/Baterai-Sumopower-Redmi-K20-Mi-9T-BP41-Batre-Double-Power-Original-100--i.1433685724.40004503228
149.0,Xiaomi,Baterai Sumopower Mi 6X / Mi A2 BN36,93000,BN36,3.85 V - 4.40 V,2910 mAh,Sumopower,4.40 V,Mi 6X / Mi A2,/assets/images/xiaomi/BN36.png,https://shopee.co.id/Baterai-Sumopower-Mi-6X-Mi-A2-BN36-Batre-Double-Power-Original-100--i.1433685724.40504397790
150.0,Xiaomi,Baterai Sumopower Redmi Note 10 4G BN50,127500,BN50,3.85 V - 4.40 V,4890mAh,Sumopower,4.40 V,Redmi Note 10 4G,/assets/images/xiaomi/BN50.png,https://shopee.co.id/Sumopower-Baterai-Redmi-Note-10-4G-5000mAh-100--i.1433685724.42604410550
151.0,Xiaomi,Baterai Sumopower Mi Note Pro BM34,90000,BM34,3.84 V - 4.40 V,3010mAh,Sumopower,4.40 V,Mi Note Pro,/assets/images/xiaomi/BM34.png,https://shopee.co.id/Baterai-Sumopower-Mi-Note-Pro-BM34-Batre-Double-Power-Original-100--i.1433685724.40254387530
152.0,Xiaomi,Baterai Sumopower REDMI NOTE 2 BM45,93000,BM45,3.84 V - 4.4 V,3020 mAh,Sumopower,4.4 V,REDMI NOTE 2,/assets/images/xiaomi/BM45.png,https://shopee.co.id/Baterai-Sumopower-REDMI-NOTE-2-BM45-Batre-Double-Power-Original-100--i.1433685724.41854383807
153.0,Xiaomi,Baterai Sumopower Redmi 9T / Poco M3 BN62,135000,BN62,3.87 V - 4.45 V,5900 mAh,Sumopower,4.45 V,Redmi 9T / Poco M3,/assets/images/xiaomi/BN62.png,https://shopee.co.id/Baterai-Sumopower-Redmi-9T-Poco-M3-BN62-Batre-Double-Power-Original-100--i.1433685724.41154477774
154.0,Xiaomi,Baterai Sumopower Mi Note 5 / Redmi Note Bambu / Mi Note Bamboo BM21,97500,BM21,3.84 V - 4.40 V,2900mAh,Sumopower,4.40 V,Mi Note 5 / Redmi Note Bambu / Mi Note Bamboo,/assets/images/xiaomi/BM21.png,https://shopee.co.id/Baterai-Sumopower-Mi-Note-5-Redmi-Note-Bambu-Mi-Note-Bamboo-BM21-Double-Power-Original-100--i.1433685724.40704386612
155.0,Xiaomi,Baterai Sumopower Redmi 5 Plus BN44,108000,BN44,3.85 V - 4.40 V,3900mAh,Sumopower,4.40 V,Redmi 5 Plus,/assets/images/xiaomi/BN44.png,https://shopee.co.id/Baterai-Sumopower-Redmi-5-Plus-BN44-Batre-Double-Power-Original-100--i.1433685724.40704403907
156.0,Xiaomi,Baterai Sumopower Mi Max 2 BM50,135000,BM50,3.85 V - 4.40 V,5200mAh,Sumopower,4.40 V,Mi Max 2,/assets/images/xiaomi/BM50.png,https://shopee.co.id/Baterai-Sumopower-Mi-Max-2-BM50-Batre-Double-Power-Original-100--i.1433685724.43854410626
157.0,Xiaomi,Baterai Sumopower Redmi 8 / Redmi 8A / Redmi 8A Pro BN51,129000,BN51,3.85 V - 4.40 V,4900mAh,Sumopower,4.40 V,Redmi 8 / Redmi 8A / Redmi 8A Pro,/assets/images/xiaomi/BN51.png,https://shopee.co.id/Baterai-Sumopower-Redmi-8-Redmi-8A-Redmi-8A-Pro-BN51-Batre-Double-Power-Original-100--i.1433685724.43304425446
158.0,Xiaomi,Baterai Sumopower Redmi 4 BN42,97500,BN42,3.85 V - 4.40 V,4000mAh,Sumopower,4.40 V,Redmi 4,/assets/images/xiaomi/BN42.png,https://shopee.co.id/Baterai-Sumopower-Redmi-4-BN42-Batre-Double-Power-Original-100--i.1433685724.42254403663
159.0,Xiaomi,Baterai Sumopower Redmi 5 BN35,93000,BN35,3.85 V - 4.40 V,3200mAh,Sumopower,4.40 V,Redmi 5,/assets/images/xiaomi/BN35.png,https://shopee.co.id/Baterai-Sumopower-Redmi-5-BN35-Batre-Double-Power-Original-100--i.1433685724.44154392616
160.0,Xiaomi,Baterai Sumopower Redmi 6 Pro / Mi A2 Lite BN47,105000,BN47,3.85 V - 4.40 V,3900mAh,Sumopower,4.40 V,Redmi 6 Pro / Mi A2 Lite,/assets/images/xiaomi/BN47.png,https://shopee.co.id/Baterai-Sumopower-Redmi-6-Pro-Mi-A2-Lite-BN47-Batre-Double-Power-Original-100--i.1433685724.28437558268
161.0,Xiaomi,Baterai Sumopower Redmi Note 6 / Redmi Note 6 Pro BN48,105000,BN48,3.85 V - 4.40 V,3900mAh,Sumopower,4.40 V,Redmi Note 6 / Redmi Note 6 Pro,/assets/images/xiaomi/BN48.png,https://shopee.co.id/Baterai-Sumopower-Redmi-Note-6-Redmi-Note-6-Pro-BN48-Batre-Double-Power-Original-100--i.1433685724.42254399939
162.0,Xiaomi,Baterai Sumopower Redmi 4A BN30,87000,BN30,3.84 V - 4.40 V,3030mAh,Sumopower,4.40 V,Redmi 4A,/assets/images/xiaomi/BN30.png,https://shopee.co.id/Baterai-Sumopower-Redmi-4A-BN30-Batre-double-Power-Original-100--i.1433685724.42004401739
